session_id,target
1,0.005888108334370357
2,0.0002961314273589901
3,0.0006224600284637477
4,0.00046022175440839916
5,0.0011303304192956164
6,0.002604077808413641
7,0.0036879059115896454
8,0.001519443366496648
9,0.0020603070572847255
10,0.05453840651325617
11,0.0011254139022663224
12,0.0015917883294157065
13,0.002517296817345576
14,0.23736584205457242
15,0.00243376768565358
16,0.005656903866472491
17,0.004116521713864373
18,0.0010027375542001201
19,0.005241504491042903
20,0.000367838345608076
21,0.033169189961349904
22,0.000525058371435121
23,0.001105666308903846
24,0.003421116982659413
25,0.032675540165555905
26,0.00045874219289751024
27,0.003220322418146173
28,0.0012612774837366396
29,0.011333078941826155
30,0.0025332415028810986
31,0.013751657947880991
32,0.01711750312693155
33,0.003205042328381763
34,0.00039170465876000443
35,0.007713510402342484
36,0.002242808092280234
37,0.0005447209816213031
38,0.0002703803186276757
39,0.0025332415028810986
40,0.0009185801364127484
41,0.003139069178130238
42,0.003541608102005171
43,0.0009393829771250143
44,0.0005001648931795767
45,0.029290128301911175
46,0.0013327170400023892
47,0.009474256871537303
48,0.005153689673566662
49,0.0013053689170219559
50,0.0014717042924714803
51,0.0006470365727938227
52,0.0008397585437806691
53,0.0327623658203943
54,0.001838720678038188
55,0.0029076398089593137
56,0.00801056886363508
57,0.0010679687716558062
58,0.0012780612065513015
59,0.0007827484590101596
60,0.00037755152870677894
61,0.0018799912496199715
62,0.01472994782742595
63,0.0015588387414556687
64,0.0034991947154300114
65,0.0006676375065985999
66,0.0004366872728550554
67,0.006910631597483336
68,0.0010425024439547146
69,0.11352225471726536
70,0.002091518486591368
71,0.002270643678520683
72,0.0007827484590101596
73,0.037047613734727286
74,0.0002961314273589901
75,0.0009601291562403183
76,0.0019244770757429982
77,0.0016011980728378953
78,0.002398043135463592
79,0.0011371499576143908
80,0.0008133196170280848
81,0.0015346811710026244
82,0.0011856006520782284
83,0.0010524950436928246
84,0.3265009857460985
85,0.001125624640383668
86,0.00037553007814301035
87,0.003867562786569003
88,0.0026268473476795716
89,0.0018874035589343198
90,0.09681595754680927
91,0.0018132239616362586
92,0.0007686618223681171
93,0.02887977540769837
94,0.0029561915439339473
95,0.020026010558643167
96,0.00032144624862389813
97,0.003076803345067454
98,0.0010453903608808762
99,0.002121869093229056
100,0.0017925931958953291
101,0.0017854987355174468
102,0.03207080524516623
103,0.008248905304048136
104,0.0204095045708859
105,0.0015089928479944863
106,0.002082980108268066
107,0.0016957282271361338
108,0.0017263554693474896
109,0.0017811420822430879
110,0.002179800071121321
111,0.0026554074975846482
112,0.00082642169911574
113,0.01650897451845706
114,0.0008614312565773384
115,0.003470883798161434
116,0.0011035405809367174
117,0.005512771317189734
118,0.006110767951224155
119,0.0011754625319916028
120,0.0025071384812390624
121,0.0010942650862386539
122,0.0025332415028810986
123,0.002572684642673323
124,0.00164190168605665
125,0.002752713408052788
126,0.0004667092588519628
127,0.0003571947317224533
128,0.001679162068808907
129,0.00386545701146124
130,0.0035452868899232015
131,0.00838547975028321
132,0.0036879059115896454
133,0.0019056639686624308
134,0.0008527025439622629
135,0.001246025825729878
136,0.0034953291978061813
137,0.001777299245120536
138,0.004650503058702087
139,0.0007235303567179111
140,0.0037343260606006864
141,0.00028790265947652334
142,0.0017380308903668887
143,0.004195980011041367
144,0.0020740967143615167
145,0.0002961314273589901
146,0.015528180520109675
147,0.00359619623921338
148,0.003349169438263694
149,0.0035813140908152762
150,0.01825345083600968
151,0.001023172003669278
152,0.013663559706754418
153,0.0038008660678884795
154,0.007559099879240193
155,0.0019904448800679964
156,0.0023259665174577763
157,0.0024627042059158833
158,0.0034953291978061813
159,0.00040602010273666823
160,0.0025332415028810986
161,0.0031899825575551926
162,0.0007651503032901759
163,0.001947451714482561
164,0.0034024000838867616
165,0.0011657938437255573
166,0.0017542056948551118
167,0.008171684208441237
168,0.003578871921782694
169,0.001663552256143617
170,0.0027246746156639502
171,0.0021982465655305435
172,0.0008185322663082117
173,0.001463744558667929
174,0.0010077211668119525
175,0.36333251498877844
176,0.0034879562137883537
177,0.013539448843210256
178,0.0004258936232182028
179,0.0015768657135018897
180,0.003008969083027343
181,0.0056585015460938965
182,0.023385214106480423
183,0.0016348922560715249
184,0.0006441774680767422
185,0.018811167818523187
186,0.0020503302144267224
187,0.0015153169341547896
188,0.0005356444660825383
189,0.003575333201141667
190,0.003935032910211152
191,0.0017014839439140797
192,0.0036657588213792765
193,0.003070872734945302
194,0.02035573908615659
195,0.0022705394762698923
196,0.000278807214306134
197,0.0028182000824374066
198,0.0019168449910470585
199,0.00689200621397345
200,0.0007193573816182332
201,0.0013327170400023892
202,0.03343692089050046
203,0.0006081143062104539
204,0.002773779118815575
205,0.01200360923270909
206,0.0002956362036316619
207,0.0019052612949280435
208,0.02710868998272257
209,0.0005465263904226854
210,0.010480855989604165
211,0.0010687530724310594
212,0.004568200527770309
213,0.0010215960979616488
214,0.005408345076315164
215,0.03502906016799432
216,0.003402328529706849
217,0.01131317673839586
218,0.001663552256143617
219,0.008392038514617301
220,0.0039729188767305326
221,0.0029110247546784962
222,0.0037451447617942012
223,0.010263649120659225
224,0.001663552256143617
225,0.03365728629300578
226,0.00604721552556594
227,0.005303194638953457
228,0.0012383845719621998
229,0.0014493860638448636
230,0.0015315171361650886
231,0.001881881264347539
232,0.0021758692146922397
233,0.001717906946932798
234,0.006439751964495392
235,0.0009528903816015178
236,0.008696369645637525
237,0.0033685165323655707
238,0.001871496886966832
239,0.0025332415028810986
240,0.006169352958810908
241,0.0006464183444912585
242,0.0004926334729659413
243,0.0005283607146830857
244,0.002681655076867558
245,0.0005042731815698375
246,0.001077079260939729
247,0.020793001257875834
248,0.002285982442353388
249,0.00038581722389708294
250,0.0016688402177609213
251,0.04791824809455477
252,0.002433143353620496
253,0.0022742561114183642
254,0.026557393477568466
255,0.008255462629758308
256,0.00017515664063121018
257,0.006422625272778896
258,0.0042007693582602305
259,0.002778270525383224
260,0.01612234376222518
261,0.0008935214953725768
262,0.03442752173770632
263,0.002081573156112085
264,0.0035774045327659084
265,0.003856390143238215
266,0.001926002155612587
267,0.00016419093866407668
268,0.000789322399277025
269,0.0021913923988715295
270,0.0009347114332756207
271,0.0014120148993605126
272,0.003646567450655165
273,0.0008578623062951283
274,0.0016848859889737953
275,0.004216379619175585
276,0.000490063377505084
277,0.0016748761010434061
278,0.007970617552600999
279,0.0020145098328227945
280,0.0018123062565371364
281,0.0006316688273965293
282,0.0017258574677126615
283,0.0034589267033901146
284,0.0006734640118314204
285,0.002301730626900767
286,0.0005461305672147011
287,0.0032149500356039537
288,0.0013651171645583705
289,0.00238187797565409
290,0.0006649540174053504
291,0.030255904520331594
292,0.003519143098245523
293,0.004506251020352445
294,0.000878775128110372
295,0.0022849915987372257
296,0.0011130445180347046
297,0.003216925094408861
298,0.0016677995419686494
299,0.0011127991057524678
300,0.0025991248296319824
301,0.000653826131895323
302,0.0014989233763192614
303,0.0012885239840214114
304,0.002106847075251093
305,0.03215867506139402
306,0.002220853810400313
307,0.003041988096546886
308,0.003909885872201158
309,0.0017293005887400149
310,0.002599524303834377
311,0.00434223686865691
312,0.004274279033808516
313,0.027008461303045427
314,0.0013792410213937629
315,0.0020355358546999837
316,0.0009823533168692264
317,0.0031460416949504848
318,0.0027094243811940284
319,0.003124961308507809
320,0.0006061773893198081
321,0.0022828739632672745
322,0.0019662903485399633
323,0.0012716010370671532
324,0.002261928287073463
325,0.0045104560884661575
326,0.0022436657230339445
327,0.001198136891467112
328,0.0036902503173038906
329,0.0025332415028810986
330,0.0005462676393633479
331,0.012055529911169167
332,0.011433114265232722
333,0.202383550848465
334,0.004540883988134958
335,0.0014874396735678173
336,0.0029493224259218493
337,0.005631043416214413
338,0.005813625929475814
339,0.0021043100240426054
340,0.004481554281553158
341,0.0008482308496755316
342,0.003634434702753393
343,0.0018026545058220306
344,0.007915306568842914
345,0.0037330432698309234
346,0.009300320289324137
347,0.6745607427879478
348,0.0008869506294356144
349,0.002687301219155107
350,0.015328092794483715
351,0.0017863201122769097
352,0.021034597356602965
353,0.07486850801106189
354,0.0033273634825101346
355,0.005357036815674269
356,0.008704064295646588
357,0.001278022556600526
358,0.0002961314273589901
359,0.018248731082357632
360,0.0012953255056220388
361,0.06387574078580967
362,0.023775240186204694
363,0.006065316675550381
364,0.027234210255453972
365,0.00025819562149404147
366,0.0003408175254660949
367,0.000286444493925789
368,0.003292962007049861
369,0.0037320508453040145
370,0.0019140097002409281
371,0.0036879059115896454
372,0.0015322162201713992
373,0.0002603366371301133
374,0.0006233630371212332
375,0.0027699915422711844
376,0.003600785242749652
377,0.0020580743056709217
378,0.0007646747294366323
379,0.0025953710957071084
380,0.0017854782540437152
381,0.0014874396735678173
382,0.005677518539973495
383,0.0007359069380035257
384,0.003714469612085084
385,0.003472914705257401
386,0.0011254365845355062
387,0.002252868550367329
388,0.00236712452248134
389,0.0017575800766776004
390,0.0010736827759237836
391,0.0005868934911414225
392,0.002229405693226485
393,0.0036879059115896454
394,0.0006338985359291174
395,0.0015248303503031762
396,0.0009616607771512342
397,0.001306109307100611
398,0.0021210445276281394
399,0.00029585908235846764
400,0.0012039040845704995
401,0.00012456979191886915
